Atlantic Hotels And Suites (GRA, Ikeja), https://www.tripadvisor.com/Hotel_Review-g304026-d6948060-Reviews-Atlantic_Hotels_And_Suites_GRA_Ikeja-Lagos_Lagos_State.html
Elion House Hotel, https://www.tripadvisor.com/Hotel_Review-g304026-d812439-Reviews-Elion_House_Hotel-Lagos_Lagos_State.html
Savoy Suites, https://www.tripadvisor.com/Hotel_Review-g304026-d616614-Reviews-Savoy_Suites-Lagos_Lagos_State.html
La Playa Suites, https://www.tripadvisor.com/Hotel_Review-g304026-d1470401-Reviews-La_Playa_Suites-Lagos_Lagos_State.html
Fryburg Suites, https://www.tripadvisor.com/Hotel_Review-g304026-d21024994-Reviews-Fryburg_Suites-Lagos_Lagos_State.html
Gran Melia Hotel, https://www.tripadvisor.com/Hotel_Review-g304026-d7336808-Reviews-Gran_Melia_Hotel-Lagos_Lagos_State.html
African Sun Amber Residence, https://www.tripadvisor.com/Hotel_Review-g304026-d3793843-Reviews-African_Sun_Amber_Residence-Lagos_Lagos_State.html
Panorama Hotel & Restaurant, https://www.tripadvisor.com/Hotel_Review-g304026-d12300313-Reviews-Panorama_Hotel_Restaurant-Lagos_Lagos_State.html
Golden Tulip Essential Lagos Airport Hotel, https://www.tripadvisor.com/Hotel_Review-g304026-d7895519-Reviews-Golden_Tulip_Essential_Lagos_Airport_Hotel-Lagos_Lagos_State.html
Royal Executive Suites, https://www.tripadvisor.com/Hotel_Review-g304026-d7286640-Reviews-Royal_Executive_Suites-Lagos_Lagos_State.html
Blue Lodge Hotel, https://www.tripadvisor.com/Hotel_Review-g304026-d1978692-Reviews-Blue_Lodge_Hotel-Lagos_Lagos_State.html
Royal Crest Hotel and Suites, https://www.tripadvisor.com/Hotel_Review-g304026-d25405609-Reviews-Royal_Crest_Hotel_and_Suites-Lagos_Lagos_State.html
Charlie's Place and Suites, https://www.tripadvisor.com/Hotel_Review-g304026-d7052695-Reviews-Charlie_s_Place_and_Suites-Lagos_Lagos_State.html
Oakwood Park Hotel, https://www.tripadvisor.com/Hotel_Review-g304026-d498800-Reviews-Oakwood_Park_Hotel-Lagos_Lagos_State.html
Golden Tulip Oniru Suites, https://www.tripadvisor.com/Hotel_Review-g304026-d13423961-Reviews-Golden_Tulip_Oniru_Suites-Lagos_Lagos_State.html
Primal Hotel Ikoyi, https://www.tripadvisor.com/Hotel_Review-g304026-d8730677-Reviews-Primal_Hotel_Ikoyi-Lagos_Lagos_State.html
The Art Hotel Lagos, https://www.tripadvisor.com/Hotel_Review-g304026-d25179532-Reviews-The_Art_Hotel_Lagos-Lagos_Lagos_State.html
Solitude Hotel, https://www.tripadvisor.com/Hotel_Review-g304026-d3864006-Reviews-Solitude_Hotel-Lagos_Lagos_State.html
Smridus Victoria Island, https://www.tripadvisor.com/Hotel_Review-g304026-d7335532-Reviews-Smridus_Victoria_Island-Lagos_Lagos_State.html
Proof Hotel and Lounge, https://www.tripadvisor.com/Hotel_Review-g304026-d13541044-Reviews-Proof_Hotel_and_Lounge-Lagos_Lagos_State.html
