Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Terrible! Definitely not coming back again,"I lodged in this hotel back in October last year, and I had mixed feelings. I decided to try them out again in February to make up my mind, and it's a very clear NO.   First of all, when I arrived, I spent like five minutes at the gate honking, but no gateman was available. This consistent unavailability of gateman continued to happen through out my 2-day stay in this hotel. It was tiring. But that's not even the worst part.   The worst part of my stay has to be the receptionist. The last time I came, the guy that welcomed me was really nice and courteous, until a dismissive lady took over the next day. This time around, there was no welcome package receptionist, the lady that welcomed me (different from the last time lady) was just downright very rude and annoying throughout my",February 2021,,,wrote a review Mar 2021,"Birmingham, United Kingdom","['135 contributions', '82 helpful votes']",10,"['Location bubble_20', 'Cleanliness bubble_10', 'Service bubble_10']"
Decent for the Price,"The major advantage of this hotel is its location. It nestled in a generally expensive neighbourhood, so it offers value at an affordable price. Thumbs up for that.  During my stay, things generally worked as they're supposed to, except for the faulty lighting in my room, which the staff were unable to fix for the 2 days I stayed at the hotel. Apart from that, everything else was decent; the bed was comfortable, the internet works (not fast, but good enough for work e-mails and calls), the breakfast was okay (although no options).  The staff was generally nice, but the receptionists were a mix bag. When I arrived, I met a guy who was exceptionally nice. Even when he couldn't resolve issues, he remained very courteous and professional. The next day, a lady took over, and her",October 2020,,,wrote a review Nov 2020,"Birmingham, United Kingdom","['135 contributions', '82 helpful votes']",30,"['Value bubble_50', 'Rooms bubble_30', 'Service bubble_30']"
