Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
A welcomed surprise!,"I stayed at K-tavern (by chance) during my recent visit to Lagos; 5-stars all around.   The staff were exceptional! Their attentiveness to my needs as a guest of the Tavern was amazing. The interior spaces were *Chefs Kiss*. It exuded minimalism, modern, and clean!  I will definitely stay there again. Highly recommend!  ***Its adjacent to some other prominent hotels in Victoria Island; however, its exact location is a bit obscure (I later discovered this was intentional by design to ensure a particular demographic of patrons). This goal was definitely achieved based on my",,,,wrote a review Aug 2021,,['1 contribution'],50,[]
